web-scraper-order,web-scraper-start-url,Title Links,Title Links-href,Title,Name,Project Type,Committee Approval Decision Date,References,Lay Summary
1616688103-34751,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=36&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Prevalence of Smoking and Incidence of Lung Cancer among People with Serious Mental Illness (SMI) in SLAM Hospital,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=520,Prevalence of Smoking and Incidence of Lung Cancer among People with Serious Mental Illness (SMI) in SLAM Hospital,Jenny Wu,Research,08-Aug-11,"References :
                            Clinical Risk Assessment Rating and All-Cause Mortality in Secondary Mental Healthcare: The South London and Maudsley NHS Foundation Trust Biomedical Research Centre (SLAM BRC) Case Register 
Wu, C. -Y., Chang, C. -K., Hayes, R. D., Broadbent, M., Hotopf, M. & Stewart, R. Aug 2012 In: Psychological Medicine. 42, 8, p. 1581-1590.
(http://www.ncbi.nlm.nih.gov/pubmed/22153124)

Evaluation of Smoking Status Identification Using Electronic Health Records and Open-Text Information in a Large Mental Health Case Register. 
Wu, C-Y., Chang, C-K., Robson, D., Jackson, R., Chen, S-J., Hayes, R. D. & Stewart, R. 12 Sep 2013 In: PL o S One . 8, 9, p.e74262
(http://www.ncbi.nlm.nih.gov/pubmed/24069288)","This study aims to describe smoking status in people with SMI using a natural language processing application and, numbers permitting, to investigate lung cancer incidence."
1616688616-34955,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=16&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"Trends in diagnosis, and mental and physical health service use of people with personality disorders",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=971,"Trends in diagnosis, and mental and physical health service use of people with personality disorders",Marcella Fok,Research,18-Aug-16,References :,This study will look at mental and physical health service use of  patients diagnosed with personality disorder and any changes over recent years in its recognition and diagnosis.
1616688334-34843,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=27&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Understanding How Medication Non-Adherence is Managed Once Patients are Admitted onto an Acute Psychiatric Ward,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=698,Understanding How Medication Non-Adherence is Managed Once Patients are Admitted onto an Acute Psychiatric Ward,Michelle Richardson,Research,25-Jul-14,References :,This study aims to build a classification of ward staff and patient behaviours related to medication during the first week of admission and identify  their frequency of occurrence.
1616688677-34980,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=14&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Investigating the effect of co-morbid anorexia on OCD treatment outcomes,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1042,Investigating the effect of co-morbid anorexia on OCD treatment outcomes,Emily Brown,Research,21-Feb-17,References :,"The aim of this project is to investigate the effect of co-morbid anorexia on treatment outcomes for patients with Obsessive Compulsive Disorder, and to investigate the relationship between OCD symptoms and anorexia symptoms."
1616688297-34829,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=29&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Identifying Presence of Sleep Disturbance in Psychiatric Disorders from Electronic Health Records using Natural Language Processing,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=660,Identifying Presence of Sleep Disturbance in Psychiatric Disorders from Electronic Health Records using Natural Language Processing,Nicholas Meyer,Research,07-Apr-14,References :,"This study aims to develop an automated tool to identify presence of sleep disturbance from electronic health records and investigate how these symptoms relate to clinical outcomes in different psychiatric disorders, with a particular focus on affective and non-affective psychotic spectrum disorders, to identify the type of sleep disturbance (e.g. insomnia, hypersomnia) associated with these disorders, and to identify a temporal association between sleep disturbance and hospital admission."
1616688011-34716,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=40&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Trends in Choice of Medium for Suicide Notes,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=447,Trends in Choice of Medium for Suicide Notes,William Lee,Research,15-Feb-11,References :,"This project aims to quantify the amount of individuals who self-harm and also use new media to leave a suicide note, in order to identify the frequency and level of risk of new media note leaving. Additionally these new media note leavers will be characterised in terms of demographics and in respect to other risk factors for suicide. New media use will be identified using CRIS on notes and correspondence from a sample of patients who presented to Emergency Departments with self-harm over a specified two-year period."
1616688590-34945,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=17&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Use of the mental health act in South London: comparing and contrasting the four boroughs,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=944,Use of the mental health act in South London: comparing and contrasting the four boroughs,Bess Friedman,Research,12-May-16,References :,The study will investigate the implementation of the Mental Health Act across SLaM in relation to recommended NHS practice.
1616688641-34965,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=15&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Continuity of care and outcomes in schizophrenia,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1019,Continuity of care and outcomes in schizophrenia,Alastair Macdonald,Research,03-Jan-17,"References :
                            https://doi.org/10.1192/bjp.2018.261).",There is a perception that multiple team reorganisations and personnel changes mean that personal continuity of care in the community for people with schizophrenia is declining.  The project aims to see whether there is evidence of this or of an adverse effect on clinical outcomes.
1616688874-35056,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=6&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"Co-prescribing in dementia, providing the evidence-base for decision support",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1290,"Co-prescribing in dementia, providing the evidence-base for decision support",Katrina Davis,Research,23-Nov-18,References :,This project will examine the potential risks and benefits of medications prescribed for other conditions in people with dementia.
1616688632-34961,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=15&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The impact of co-morbidities and initial disease stage on cognitive decline,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=997,The impact of co-morbidities and initial disease stage on cognitive decline,Steven Kiddle,Research,20-Oct-16,References :,"Over 90% of people with AD have at least one other chronic disease, such as hypertension, arthritis, depression or cancer. Typically people with significant co-morbidities are excluded from drug trials and so there is a gap in our knowledge of how these conditions affect disease progression, treatment efficacy and side effects. In this study we will investigate the impact of co-morbid disorders on dementia progression using standard as well as novel analysis methods."
1616688455-34892,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=22&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Paliperidone palmitate post-authorisation safety study,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=846,Paliperidone palmitate post-authorisation safety study,Rob Stewart,Research,29-May-15,References :,This project is part of a wider multi-site investigation of safety and adverse events associated with paliperidone palmitate - a relatively new long-acting injectable antipsychotic medication. The investigation is focusing on cardiovascular and cerebrovascular events in older people receiving this treatment.
1616688556-34931,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=18&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Area level deprivation and outcomes in people with severe mental illness (SMI),https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=923,Area level deprivation and outcomes in people with severe mental illness (SMI),Margaret Heslin,Research,18-Feb-16,References :,This study will investigate the role of area-level deprivation on inpatient use over 5 years in a sample of people with new onset of severe mental illness.
1616688862-35051,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=6&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Towards Shareable Data in Clinical Natural Language Processing: Generating Synthetic Electronic Health Records,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1283,Towards Shareable Data in Clinical Natural Language Processing: Generating Synthetic Electronic Health Records,Julia Ive,Research,22-Oct-18,References :,"Natural language processing has a potential to significantly improve healthcare research by uncovering information stored in unstructured clinical text; however, there are privacy concerns in many databases. We would like to investigate the extent to which we might generate wholly artificial clinical databases that would be anonymous by their nature and could be easily used for the development of natural language processing methods."
1616688396-34869,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=25&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Evaluation of the KHP Pathway Homeless Team (SLAM) Pilot,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=769,Evaluation of the KHP Pathway Homeless Team (SLAM) Pilot,Samantha Dorney-Smith,Research,12-Feb-15,References :,"An evaluation of the KHP Pathway Homeless Team: a new team that aims to provide services for homeless people who frequently attend A&E, or who are inpatients of any of the hospitals within KHP. The team aims to maximise the benefit of hospital stays, and improve discharge outcomes (including reconnecting patients to their families / place of origin if they wish for this)."
